PUBMEDID	Acronym	Agency	Country	GrantID
27898682	MRC_;BHF_;WT_;CRUK_	Medical Research Council;British Heart Foundation;Wellcome Trust;Cancer Research UK	United Kingdom	MC_PC_13030;MR/P01836X/1;MC_EX_MR/L100002/1;MR/K006584/1;MR/N003284/1;MC_UU_00002/7;RG/10/12/28456;Missing ID;098381;MC_UU_12012/5;MC_UP_A090_1006;G0800270;MC_UU_12015/1;107064;G0401527;090532;G1000143;14136;MR/P011705/1
29187746	BB_;MRC_;MRF;CSO_;WT_	Biotechnology and Biological Sciences Research Council;Medical Research Council;MRF;Chief Scientist Office;Wellcome Trust	United Kingdom	Missing ID;MR/J000914/1;MC_PC_U127561128;MRF_C0396;Missing ID;MC_PC_U127592696;104036/Z/14/Z;MC_QA137853;MR/K026992/1
26503814	HL;ES;NR;MRC_	NHLBI NIH HHS;NIEHS NIH HHS;NINR NIH HHS;Medical Research Council	United States;United Kingdom	P01 HL083069;P30 ES005605;R01 HL089856;R01 NR013377;U01 HL089856;P01 HL105339;K12 HL120004;K12 HL089990;R01 HL089897;MR/N024842/1;U01 HL089897;R01 HL094635
29253144	AI	NIAID NIH HHS	United States	R01 AI033144;R01 AI048793;R37 AI048793
26366551	HG;HL;DA;WT_;GM;ERC_;MRC_;AG	NHGRI NIH HHS;NHLBI NIH HHS;NIDA NIH HHS;Wellcome Trust;NIGMS NIH HHS;European Research Council;Medical Research Council;NIA NIH HHS	United States;United Kingdom;International	U01 HG006513;HL117626;HHSN271201100005C;WT091310;F32GM106656;280559;HG005552;HG007022;R01 HL117626;098051;HG007089;MC_UU_12013/3;N01-AG-1-2109;R01 HG007089;HG005581;U01 HL117626
28898252	DK;MRC_;TR;OD;HL;GM;HG;BHF_;CA	NIDDK NIH HHS;Medical Research Council;NCATS NIH HHS;NHLBI NIH HHS;NIGMS NIH HHS;NHGRI NIH HHS;British Heart Foundation;NCI NIH HHS	United States;United Kingdom	R01 DK106236;R01 DK089174;MC_UU_12015/1;P30 DK079626;UL1 TR000124;S10 OD018522;R01 HL105756;MC_UU_12015/2;K24 DK106414;G0601261;P30 DK020572;UL1 TR001881;U54 GM115428;MR/K013351/1;U01 HG007417;P30 DK063491;MC_UU_12019/1;K24 DK080140;RG/14/5/30893;MC_PC_U127561128;P30 DK020541;UM1 CA182913;MR/K002414/1;U01 DK078616;U01 DK062370;RG/10/12/28456
22205395	ImNIH;GM;RR;TW	Intramural NIH HHS;NIGMS NIH HHS;NCRR NIH HHS;FIC NIH HHS	United States	ZIA HG200362-03;S06GM008016-380111;Z01 HG200362;Z99 HG999999;Z01 HG200362-01;M01 RR010284;S06 GM008016;ZIA HG200362-04;2M01RR010284;ZIA HG200362-02;S06GM008016-320107;D43 TW009106
26491034	GM;HL;RR	NIGMS NIH HHS;NHLBI NIH HHS;NCRR NIH HHS	United States	1 U54 GM104940;HL-45670;P20 RR021945;P20 GM103528;P30 GM118430;R01 HL045670
29325163	HL;DK;AG;HG;HD;TR;LM;OD;NR;ES;RR;GM	NHLBI NIH HHS;NIDDK NIH HHS;NIA NIH HHS;NHGRI NIH HHS;NICHD NIH HHS;NCATS NIH HHS;NLM NIH HHS;NINR NIH HHS;NIEHS NIH HHS;NCRR NIH HHS;NIGMS NIH HHS	United States	R01 HL103706;HHSN268201100011I;R01 DK082766;R56 HL124004;N01HC85081;R01 DK078616;HHSN268201100012C;P50 HL105185;P01 AG023394;U01 HG007417;R01 DK085175;R01 HL103612;HHSN268201500003C;N01HC95160;R01 HL120393;T32 DK007028;K08 HD087964;HHSN268201100010C;U01 HL080295;N01HC95163;HHSN268201100008C;UL1 TR001079;HHSN268201100005G;HHSN268201100008I;K12 DK094723;R01 HL059367;U01 HL130114;HHSN268201100007C;HHSN268200800007C;R01 HL085251;N01HC95169;HHSN268201100011C;R01 HL086694;N02 HL64278;R01 AG029364;R01 HL087652;T15 LM007359;U01 HG004402;N01HC95164;UL1 TR000124;N01 AG062106;N01HC55222;N02HL64278;P30 AG017266;R01 HL060944;S10 OD018522;N01HC95162;R01 NR012459;N01HC85086;R01 HL105756;N01HC95168;R01 HD076321;R01 AG032098;P30 DK063491;HHSN268200782096C;HHSN268201100006C;HHSN268201300049C;K01 DK109019;R01 HD056465;P30 ES013508;HHSN268201100005I;N01 AG062103;R01 HL061019;N01HC95165;N01HC95159;K24 DK080140;N01HC95161;UL1 TR001420;HHSN268201300050C;U01 DK078616;R01 AG028050;M01 RR007122;R01 HD058886;P2C HD047873;N01HC85082;R01 DK071891;N01HC95167;HHSN268201100005C;R01 HL060919;HHSN268201100007I;UL1 TR000040;N01HC85079;N01HC95166;R01 AG023629;UL1 TR001881;N01HC85080;U54 GM115428;R01 HL096875
29187748	MH	NIMH NIH HHS	United States	R01 MH111671
29315502	AI;TR;AG;HD	NIAID NIH HHS;NCATS NIH HHS;NIA NIH HHS;NICHD NIH HHS	United States	U01 AI031834;U01 AI035004;U01 AI034989;UL1 TR000454;P30 AI027763;U01 AI034993;UL1 TR000004;U01 AI034994;R21 AG059505;U01 HD032632;U01 AI042590
26284813	DK;HD;ES;TR;WT_;MRC_;RR;HL	NIDDK NIH HHS;NICHD NIH HHS;NIEHS NIH HHS;NCATS NIH HHS;Wellcome Trust;Medical Research Council;NCRR NIH HHS;NHLBI NIH HHS	United States;United Kingdom	R01 DK65598;U10 HD055936;P30 ES013508;R01 DK071895;K24 HD01346;U10 HD055942;R01 HD056510;DK20595;UL1 TR000430;098381;MR/M012638/1;U10 HD039005;UL1 TR000150;U10 HD27049;R01 HD29364;U10 HD055925;U54 HD034449;R01 HD057450;UL1 RR033184;R01 DK065598;R01 HL075079;R01 HD029364;P50 HD057796;U10 HD38998;U10 HD038998;R01 HD057223;U54 HD028934;U10 HD055944;U10 HD39005;U10 HD038992;P50 HD044405;P30 DK063491;U54 HD28934;U10 HD38992;G9710020;R01 HD065029;086596;U10 HD027049;K24 HD001346;090532;UL1 RR025758;Missing ID;UL1 TR000127;G0802782;P30 DK020595;P60 DK020595;U54 HD34449
28703219	Missing Acronym	Missing Agency	Missing Country	Missing ID
29109912	Missing Acronym	Missing Agency	Missing Country	Missing ID
25751624	Missing Acronym;DK;Missing Acronym;MRC_;Missing Acronym;HG;Missing Acronym;Missing Acronym	Wellcome Trust;NIDDK NIH HHS;Medical Research Council;NHGRI NIH HHS	United Kingdom;United States	100140;R01 DK046635;DP3 DK085678;R01 DK096926;076113;U01 DK062418;MR/N01104X/1;091157;R01 HG004037;WT061858/09115;G1001799;MC_U105261167;089989
28763429	HL;ES;CA	NHLBI NIH HHS;NIEHS NIH HHS;NCI NIH HHS	United States	R01 HL111938;R21 ES024414;U10 CA180821;U24 CA196171
27424798	CA;TR;HG	NCI NIH HHS;NCATS NIH HHS;NHGRI NIH HHS	United States	P01 CA087969;UL1 TR001108;UM1 CA186107;UM1 CA167552;R01 CA049449;R44 HG006981
29187730	MRC_	Medical Research Council	United Kingdom	MC_QA137853;G0800509;MR/P005748/1;MR/L023784/1;G0801418;MR/L010305/1;MR/K501335/1
29198719	DE;LM;DD	NIDCR NIH HHS;NLM NIH HHS;NCBDD CDC HHS	United States	R01 DE027023;U01 DE020078;R01 DE016148;R00 DE025060;K22 LM011938;R01 DE022561;R01 DD000295;U01 DE020057
27418160	HL;HG;TR;BHF_;RR;NS;Missing Acronym;Missing Acronym;Missing Acronym	NHLBI NIH HHS;NHGRI NIH HHS;NCATS NIH HHS;British Heart Foundation;NCRR NIH HHS;NINDS NIH HHS;Wellcome Trust	United States;United Kingdom	HHSN268201100008C;HHSN268201100007C;U01 HG004608;UL1 TR001108;R01 HL059367;FS/11/16/28696;U01 HG004438;R01 HL087641;UL1 RR025758;HHSN268201100006C;HHSN268201100010C;U01 HG004599;U01 HG004610;R01 HL086694;R03 NS083468;UL1 RR024148;UL1 RR024975;UL1 TR000427;U01 HG006380; 085475;U01 HG006388;U01 HG008657;HHSN268201100011C;UL1 RR025005;076113;U01 HG004402;P50 HL083794;HHSN268201100012C;U01 HG006382;HHSN268201100005C;U01 HG004424;U01 HG006379;U01 HG006378;U01 HG006389;U01 HG004609;K08 HL080085;U01 HG006375;U01 HG006385; 084695
28761973	AR;TW;GM;AG;MH	NIAMS NIH HHS;FIC NIH HHS;NIGMS NIH HHS;NIA NIH HHS;NIMH NIH HHS	United States	R01 AR059781;R01 AR069055;D43 TW009107;R01 GM109068;R01 AR057049;U19 AG055373;P20 GM109036;R01 MH104680;R01 MH107354
26482879	MRC_;WT_;AI	Medical Research Council;Wellcome Trust;NIAID NIH HHS	United Kingdom;United States	G0700314;MC_UU_12013/2;MR/J012165/1;MC_UU_12013/1;102215;G0802780;MR/N01104X/1;G9815508;MC_UU_12011/4;MC_UU_12013/4;MR/K002449/1;R01 AI118833;G0601361;G1001799;MR/K002449/2
27668658	MRC_;BHF_;AG;WH;WT_;HL;Missing Acronym;OD;Missing Acronym	Medical Research Council;British Heart Foundation;NIA NIH HHS;WHI NIH HHS;Wellcome Trust;NHLBI NIH HHS	United Kingdom;United States	MC_U106179471;SP/04/002;MC_UU_12013/1-­‐9;HHSN271201100004C;HHSN268201100004C;092731;HHSN268201100002C;084723/Z/08/Z;R21 HL121422;G0700931;MC_UU_12015/2;HHSN268201100001C;G0601966;G0800270;MC_UU_12015/1;MC_PC_15018;WT091310;WT098051 ;HHSN268201100046C;HHSN268201100003C;WT092447/B/10/Z;G9815508;S10 OD020069;Missing ID
28835685	Missing Acronym	Missing Agency	Missing Country	Missing ID
27363682	MRC_;CA	Medical Research Council;NCI NIH HHS	United Kingdom;United States	G0100132;MC_PC_15018;P01 CA055819
28651948	AR;TW;AG;GM;MH	NIAMS NIH HHS;FIC NIH HHS;NIA NIH HHS;NIGMS NIH HHS;NIMH NIH HHS	United States	R01 AR059781;R01 AR069055;D43 TW009107;R01 AR057049;U19 AG055373;P20 GM109036;R01 MH104680;R01 MH107354;R01 AR050496;R01 GM109068;R01 AG026564
25676789	DK;AG;GM	NIDDK NIH HHS;NIA NIH HHS;NIGMS NIH HHS	United States	DK103729;RC2 AG036607;T32 GM067547;R01 DK103729;GM61390;U01 GM061390;U19 GM061390;T32 GM007175
27500523	DK;HL;WT_;AI;AG;GM;DUK_	NIDDK NIH HHS;NHLBI NIH HHS;Wellcome Trust;NIAID NIH HHS;NIA NIH HHS;NIGMS NIH HHS;Diabetes UK	United States;United Kingdom	U01 DK048412;R01 HL110380;U01 DK048413;102820;084727/Z/08/Z;102820/Z/13/Z;U01 DK048404;U01 DK048407;098381;U01 DK048437;U01 DK048406;U01 DK085545;U01 DK048375;U01 DK048434;R01 AI079139;092272;R01 HL118267;R01 DK072041;085475/B/08/Z;R01 DK078907;U01 DK048397;U01 DK048381;U01 DK048514;U01 DK048485;U01 DK048411;U01 DK048443;RC2 AG036607;U01 DK048380;U01 DK048400;U19 GM061390;090532;R01 GM117163;U01 DK048468;10/0004063;U01 DK048387;R01 DK064695;U01 DK048489;U01 DK048349;085475/Z/08/Z;U01 DK048377;P30 DK017047
28763065	EB;MH;HD;RR;WT_;NS	NIBIB NIH HHS;NIMH NIH HHS;NICHD NIH HHS;NCRR NIH HHS;Wellcome Trust;NINDS NIH HHS	United States;United Kingdom	P41 EB015922;R01 MH106611;R21 MH099370;U54 EB005149;K01 MH083045;RC2 MH089924;R01 MH086633;P30 HD003110;R01 MH070890;U01 MH070890;UL1 RR025747;Missing ID;RC2 MH089983;R01 MH092335;U54 EB020403;P50 MH064065;T32 NS007431;R01 HD053000
29206233	AI;HL;DK;TR;HD	NIAID NIH HHS;NHLBI NIH HHS;NIDDK NIH HHS;NCATS NIH HHS;NICHD NIH HHS	United States	U01 AI103397;U01 AI031834;U01 AI035004;R01 HL095140;P30 DK079626;R01 HL083760;K01 HL129892;U01 AI034994;UL1 TR000454;U01 AI103401;R56 HL125061;UL1 TR000004;U01 AI103408;U01 HL146194;R21 HL120394;U01 AI034989;R01 HL126543;U01 AI103390;U01 AI034993;P30 AI050410;K01 HL137557;U01 HD032632;U01 AI042590
29237677	Missing Acronym	Missing Agency	Missing Country	Missing ID
26488411	Missing Acronym	Missing Agency	Missing Country	Missing ID
29317602	MRC_;WT_;CSO_	Medical Research Council;Wellcome Trust;Chief Scientist Office	United Kingdom	MC_UU_00007/10;104036/Z/14/Z;MC_QA137853;CZD/16/6;MR/K026992/1;MR/S015132/1;MC_PC_U127592696;MC_PC_U127561128
28881265	Missing Acronym	Missing Agency	Missing Country	Missing ID
29326435	MRC_;WT_;BB_	Medical Research Council;Wellcome Trust;Biotechnology and Biological Sciences Research Council	United Kingdom	MC_PC_17228;MC_U147585819;MC_UU_12011/2;MR/S015132/1;Missing ID;BB/F019394/1;MC_QA137853;MR/K026992/1
22057235	CA;MRC_;DK;TR;WT_	NCI NIH HHS;Medical Research Council;NIDDK NIH HHS;NCATS NIH HHS;Wellcome Trust	United States;United Kingdom	R01 CA141743;1R01CA141743;G1001799;G0000934;U01-DK062418;UL1 TR000005;G1001158(95979);068545/Z/02;U01 DK062418;084743;G0700545;076113/C/04/Z
19838195	RR;AR	NCRR NIH HHS;NIAMS NIH HHS	United States	UL1RR025005;R01 AR044804-01A1;5 M01 RR-00079;UL1 RR025005;R01 AR043727-03;R01 AR43727;UL1 RR025741;K24 AR02175;R01 AR44804;UL1 RR025005-01;K24 AR002175;K24 AR002175-01A1;M01 RR000079
28736931	TR;HL;RR;DK;GM	NCATS NIH HHS;NHLBI NIH HHS;NCRR NIH HHS;NIDDK NIH HHS;NIGMS NIH HHS	United States	UL1 TR000117;R01 HL110380;R01 HL110400;UL1 RR033173;P30 DK036836;R01 HL110418;UL1 TR001998;P20 GM103527;R01 DK100892
29313844	DK;MRC_;AR;HL;AG;HG;WT_;TR	NIDDK NIH HHS;Medical Research Council;NIAMS NIH HHS;NHLBI NIH HHS;NIA NIH HHS;NHGRI NIH HHS;Wellcome Trust;NCATS NIH HHS	United States;United Kingdom	P30 DK048520;MC_UU_12015/3;MR/N003284/1;G0902313;R01 AR041398;R01 HL105756;MC_UU_12015/2;G1000143;U24 AG051129;U01 HG004436;MR/N011317/1;Missing ID;R21 AR056405;MC_QA137853;UL1 TR002369;MC_UU_12015/1;P30 DK072488;G0401527;MC_U106179473;MC_UU_12013/4
29317701	HD;LM;HL;MD;HG;ES	NICHD NIH HHS;NLM NIH HHS;NHLBI NIH HHS;NIMHD NIH HHS;NHGRI NIH HHS;NIEHS NIH HHS	United States	R21 HD066471;U01 LM012675;K12 HL119997;R25 MD006832;R01 HL104608;T32 HG000044;R21 ES011666;R21 ES024844;R01 HD041702;P50 HG007735;R01 HL117004;P60 MD006902;K01 LM012381;RC2 HL101748
27618448	HL;DA;RR;WH;AG;ES;MRC_;HC;DK;HG;CA;TR;OD;GM;BHF_	NHLBI NIH HHS;NIDA NIH HHS;NCRR NIH HHS;WHI NIH HHS;NIA NIH HHS;NIEHS NIH HHS;Medical Research Council;NIDDK NIH HHS;NHGRI NIH HHS;NCI NIH HHS;NCATS NIH HHS;NIGMS NIH HHS;British Heart Foundation	United States;United Kingdom	HHSN268201100010C;HHSN268201200036C;R01 HL080295;N01HC85082;HHSN271201200022C;UL1 RR024156;HHSN268201100012C;HHSN268201100001C;HHSN268201300049C;RC2 HL102419;R01 HL103612;N01HC95169;R03 AG046389;HHSN268201300026C;P30 ES010126;N01AG12100;R01 HL120393;N01 AG062103;U01 AG009740;N01HC95161;HHSN268201100008C;RC4 AG039029;R01 HL068986;N01 AG062106;U01 HL130114;HHSN268201100007C;G0800270;HHSN268200800007C;N01HC95168;N01 HC025195;K24 DK080140;HHSN271201100004C;HHSN268201100011C;U01 HG004603;HHSN268201300047C;R01 DK089256;R01 CA047988;R01 HL087652;N01HC95162;R01 DK078616;UL1 TR000124;HHSN268201300025C;N01HC55222;S10 OD018522;R01 HL093029;N01HC85086;R01 HL105756;R01 HL071205;T32 HL007208;N01HC95165;HHSN268201300028C;R25 GM062459;U01 HG004729;P30 DK063491;R01 AG032098;HHSN268201300027C;HHSN268201100006C;HHSN268201100004C;N01HC95167;HHSN268200900041C;N01HC95163;HHSN268201300048C;N01 AG062101;RC2 AG036495;MC_UU_12013/5;RG/14/5/30893;R01 HL084099;R01 HL043851;RC2 GM092618;R01 HL080467;UM1 CA182913;HHSN268201100003C;N01HC95164;HHSN268201100009C;N01HC85083;HHSN268201100005C;N02HL64278;S10 OD020069;HHSN268201300046C;N01HC95166;R21 HL121429;HHSN268201100002C;N01 HC085079;R01 HL117078;HHSN268201300029C;R01 AG023629;HHSN268201300050C;N01HC95160;N01HC85080;N01 HC095159;UL1 TR000445;N01HC85081
28654678	Missing Acronym	Missing Agency	Missing Country	Missing ID
29315334	MRC_;AG;DA	Medical Research Council;NIA NIH HHS;NIDA NIH HHS	United Kingdom;United States	MC_UU_00005/12;MC_UU_00024/9;P01 AG017586;P01 AG026276;G0900652;K01 AG049152;MC_U123160651;MC_UU_00024/1;U24 DA041123;P01 AG003991;P50 AG005681;K01 AG046374;G1100540;MC_U105597119;G0400074;MC_U123160657;G0502157
28724990	RR;DK;HC;HL;CSO_;ImNIH;AR;AG;BHF_;TR;MRC_;WT_;HG;OD;Missing Acronym;CRUK_;GM;WH	NCRR NIH HHS;NIDDK NIH HHS;NHLBI NIH HHS;Chief Scientist Office;Intramural NIH HHS;NIAMS NIH HHS;NIA NIH HHS;British Heart Foundation;NCATS NIH HHS;Medical Research Council;Wellcome Trust;NHGRI NIH HHS;CIHR;Cancer Research UK;NIGMS NIH HHS;WHI NIH HHS	United States;United Kingdom;Canada	UL1 RR033176;P30 DK048520;N01 HC085085;U01 HL084756;R01 HL103612;CZB/4/710;R00 DK099240;ZIA HG000024;P60 AR049465;R01 AR046838;N01AG12100;R01 AG024480;R01 HL120393;R01 AG015928;N01 AG062101;U01 HL080295;SP/04/002;P60 AR030701;UL1 TR000128;R01 AR035583;U01 HL130114;UL1 TR002369;N01 HC015103;MC_UU_12015/1;U01 HL120393;R01 AR035584;R56 AG020098;MR/N003284/1;R01 HL087652;U01 AG042124;R01 AG017917;WT098017;UL1 TR000124;N01 AG062106;N01HC55222;U01 AG042145;R01 AG027576;R01 DK075681;R01 AR041398;R01 AG041517;N01HC85086;R01 HL105756;M01 RR000750;R01 AG032098;P30 DK063491;HHSN268200782096C;N01HC85079;S10 OD016290;Missing ID;R01 AG005407;HHSN268201200036C;P30 DK072488;G0401527;N01 AG062103;U01 AG042168;MC_PC_U127561128;G1000143;U01 HL072515;P30 DK020541;U01 AG042140;R01 HL080295;U24 AG051129;U01 DK062370;R01 AR057118;R01 HL088215;N01 HC085084;R01 AG020098;N01HC85082;CZB/4/276;R01 DK089256;14136;N01HC75150;N01HC85083;N01HC25195;P30 DK020572;RC2 AR058973;R01 AR035582;Missing ID;U01 AG027810;R01 AG005394;R21 AR056405;F32 AR059469;R01 HL117078;R01 AG023629;R01 AG027058;N01 HC045133;R01 HL087700;N01HC85080;U01 GM074518;U01 AG042143;N01 HC035129;R56 AG023629;N01WH22110;U01 AG042139;R01 AG027574;WT098051;R01 AG015819;U01 AR066160;N01HC85081;R01 HL088119
29195075	MRC_;AG;GM;HG	Medical Research Council;NIA NIH HHS;NIGMS NIH HHS;NHGRI NIH HHS	United Kingdom;United States	MR/K013491/1;P30 AG017253;T32 GM007790;T32 HG000044
28886140	Missing Acronym	Missing Agency	Missing Country	Missing ID
26486471	HL;HG;MRC_;LM;BB_;RR;WT_	NHLBI NIH HHS;NHGRI NIH HHS;Medical Research Council;NLM NIH HHS;Biotechnology and Biological Sciences Research Council;NCRR NIH HHS;Wellcome Trust	United States;United Kingdom	HHSN268201100012C;HHSN268201100009I;HHSN268201100010C;R01 HL059367;HHSN268201100007C;HHSN268201100011I;U01 HG004402;G0000934;HHSN268201100005I;R01 LM010098;MC_PC_U127561128;R01 HL087641;BB/F019394/1;MR/K026992/1;UL1 RR025005;HHSN268201100008C;HHSN268201100005G;HHSN268201100008I;HHSN268201100011C;R01 HL086694;G1001799;G0700704;MR/N01104X/1;HHSN268201100006C;HHSN268201100009C;HHSN268201100005C;HHSN268201100007I;Missing ID
29324852	Missing Acronym	Missing Agency	Missing Country	Missing ID
29348612	CA;TR;ES;AG;DP;WT_	NCI NIH HHS;NCATS NIH HHS;NIEHS NIH HHS;NIA NIH HHS;NCCDPHP CDC HHS;Wellcome Trust	United States;United Kingdom	HHSN261201000140C;HHSN261201000035C;UL1 TR001863;P42 ES004705;R01 CA175737;HHSN261201000034C;R01 AG033067;R01 CA155461;P50 ES018172;P01 ES018172;HHSN261201000035I;U58 DP003862;Missing ID;R01 ES009137
28642124	Missing Acronym;MRC_	Wellcome Trust;Medical Research Council	United Kingdom	200181/Z/15/Z;MC_PC_16031;MC_U123160651
28649644	Missing Acronym	Missing Agency	Missing Country	Missing ID
29278617	CA;OD	NCI NIH HHS	United States	R25 CA092049;UG1 CA189974;U10 CA180821;U10 CA180801;R01 CA095222;S10 OD018164;U10 CA180888;U10 CA180819;U24 CA114748;U10 CA180866
28738859	Missing Acronym	Missing Agency	Missing Country	Missing ID
28566273	HG;HL;OD;DK;AG;WT_;ImNIH;RR;BHF_;MRC_;CA	NHGRI NIH HHS;NHLBI NIH HHS;NIDDK NIH HHS;NIA NIH HHS;Wellcome Trust;Intramural NIH HHS;NCRR NIH HHS;British Heart Foundation;Medical Research Council;NCI NIH HHS	United States;United Kingdom	N01HG65403;HHSN268201100010C;R01 HL059367;U01 HG004402;S10 OD018522;HHSN268201100006C;U01 DK078616;U01 DK062370;R01 AG033067;R01 HL087641;R01 DK093757;R01 DK078616;HHSN268201100012C;U01 HG007417;R01 DK073490;HHSN268201100009I;098017;R01 DK058845;ZIA HG000024;UL1 RR025005;U01 DK085545;R01 DK106236;HHSN268201100008C;RG/08/008/25291;HHSN268201100005G;MR/M501633/1;HHSN268201100008I;HHSN268201100007C;R01 DK098032;MR/M501633/2;MC_UU_12015/1;R01 DK072193;HHSN268201100011I;HHSN268201100011C;R01 HL086694;R01 HG000376;R01 AG008724;T32 HG000040;MC_PC_13040;U01 DK105535;R01 DK101478;MC_UU_12015/2;P30 DK046200;R01 AG028555;HHSN268201100005I;MR/K007017/1;RC2 DK088389;K24 DK080140;UM1 CA186107;RG/14/5/30893;U01 DK085526;P30 DK020541;G0601261;UM1 CA167552;HHSN268201100009C;HHSN268201100005C;P30 DK020572;HHSN268201100007I;Missing ID;R01 AG010175;U01 HG004399
27416945	HL;DK;MRC_;TR;ImNIH;GM;WT_;AG	NHLBI NIH HHS;NIDDK NIH HHS;Medical Research Council;NCATS NIH HHS;Intramural NIH HHS;NIGMS NIH HHS;Wellcome Trust;NIA NIH HHS	United States;United Kingdom	HHSN268201500001C;P30 DK079637;N01HC85086;U01 HL084756;P30 DK063491;HHSN268201200036C;U01 DK078616;U01 DK062370;N01HC85080;MC_U106179471;N01HC85081;R01 DK093757;R01 DK078616;K23 DK099249;R56 DK062370;R01 HL120393;R01 DK106236;U01 HL080295;HHSN268200800007C;MC_UU_12015/1;U01 HL120393;R01 DK072193;UL1 TR000124;N01HC55222;R01 DK062370;R01 HL105756;HHSN268201500001I;Z01 HG000024;K24 DK080140;U01 DK085526;P30 DK020541;N01HC85082;K23 GM102678;N01HC85083;N01HC25195;P30 DK020572;Missing ID;N01HC85079;R01 AG023629
28545128	CA	NCI NIH HHS	United States	R01 CA204974
26138065	CA;TR	NCI NIH HHS;NCATS NIH HHS	United States	CA14958;CA20319;N01 CA032102;U24 CA196172;U10 CA049883;U10 CA066636;UG1 CA189828;U10 CA032102;CA77202;U10 CA020319;U10 CA180794;CA16116;U10 CA014958;U10 CA077202;CA66636;U10 CA021115;U10 CA012027;CA12027;UG1 CA189859;P50 CA121973;U10 CA180795;UL1 TR001108;U10 CA039229;CA39229;U10 CA180820;CA25224;U10 CA023318;P30 CA013330;U10 CA025224;CA23318;UG1 CA233184;CA49883;CA21115;U10 CA180816;U10 CA180844
27601451	HL;ES;DE;RR;HG;TR;DK	NHLBI NIH HHS;NIEHS NIH HHS;NIDCR NIH HHS;NCRR NIH HHS;NHGRI NIH HHS;NCATS NIH HHS;NIDDK NIH HHS	United States	HHSN268201100012C;P30 ES010126;HHSN268201100010C;R01 HL059367;HHSN268201100007C;HHSN268201100011I;N01HC65235;N01HC65234;R01 DE023836;HHSN268201100007I;R01 HL087641;R01 DE021418;HHSN268201300005C;HHSN268201100009I;R01 DE011551;UL1 RR025005;HHSN268201100008C;HHSN268201100005G;HHSN268201100008I;HHSN268201100011C;R01 HL086694;N01HC65236;U01 HG004402;UL1 TR000124;P30 DK063491;HHSN268201100006C;N01HC65233;N01HC65237;HHSN268201100005I;HHSN268201100009C;HHSN268201100005C;UL1 RR025747
28739605	Missing Acronym	Missing Agency	Missing Country	Missing ID
29186694	RR;AG;MH;MRC_;HL;AA;BB_;DA;HC;DE;TR;DK;NS	NCRR NIH HHS;NIA NIH HHS;NIMH NIH HHS;Medical Research Council;NHLBI NIH HHS;NIAAA NIH HHS;Biotechnology and Biological Sciences Research Council;NIDA NIH HHS;NIDCR NIH HHS;NCATS NIH HHS;NIDDK NIH HHS;NINDS NIH HHS	United States;United Kingdom	UL1 RR033176;R01 AG049789;R01 MH079800;G1001245;G0600237;HHSN268201500001I;G0100594;G0900753;R01 MH100141;R01 AA009367;U01 HL080295;HHSN268201500001C;BB/F022441/1;K01 MH098126;R01 DA033369;K01 MH085812;HHSN268200800007C;N01 HC015103;R01 HL085251;R01 AA011886;PL1 MH083271;R01 MH085018;RL1 MH083269;N01 HC085085;UL1 DE019580;R01 HL087652;G0700704;UL1 TR000124;N01HC55222;N02HL64278;U01 DA024417;N01HC85086;R01 HL105756;RC2 MH089924;P30 DK063491;MR/K002279/1;HHSN268201200036C;PL1 NS062410;P50 MH080173;R01 MH066140;N01HC65226;N01 HC085084;N01HC85082;N01HC75150;U01 AG023746;N01HC85083;K23 MH077807;N01HC25195;G0901461;N01HC85079;R01 MH092515;R01 AG023629;R37 DA005147;N01 HC045133;N01HC85080;RL1 DA024853;N01 HC035129;RC2 MH089983;BB/F019394/1;R01 MH080912;N01HC85081;R01 DA013240;MR/K026992/1
28696415	Missing Acronym	CIHR	Canada	Missing ID
27455349	DK;HL;AG;ES	NIDDK NIH HHS;NHLBI NIH HHS;NIA NIH HHS;NIEHS NIH HHS	United States	R01 DK059642;R01 HL052611;R01 AG009375;P30 ES006096;R01 HL093093;R01 HL090648;R01 DK090166
28679651	Missing Acronym	Wellcome Trust	United Kingdom	Missing ID
